tabla,sexo,x,lx,dx,qx,px,mu,ex,fuente,qx_calculado,diferencia_qx
BEPS_2014,Mujeres,19,998779,329,0.000329,0.999671,,64.5,r0110_14,0.0003294,-4e-07
BEPS_2014,Mujeres,20,998450,339,0.00034,0.99966,,63.6,r0110_14,0.00033953,4.7e-07
BEPS_2014,Mujeres,21,998111,351,0.000352,0.999648,,62.6,r0110_14,0.00035166,3.4e-07
BEPS_2014,Mujeres,22,997760,364,0.000365,0.999635,,61.6,r0110_14,0.00036482,1.8e-07
BEPS_2014,Mujeres,23,997396,378,0.000379,0.999621,,60.6,r0110_14,0.00037899,1e-08
BEPS_2014,Mujeres,24,997018,393,0.000394,0.999606,,59.6,r0110_14,0.00039418,-1.8e-07
BEPS_2014,Mujeres,25,996625,411,0.000412,0.999588,,58.7,r0110_14,0.00041239,-3.9e-07
BEPS_2014,Mujeres,26,996214,429,0.000431,0.999569,,57.7,r0110_14,0.00043063,3.7e-07
BEPS_2014,Mujeres,27,995785,449,0.000451,0.999549,,56.7,r0110_14,0.0004509,1e-07
BEPS_2014,Mujeres,28,995336,472,0.000474,0.999526,,55.7,r0110_14,0.00047421,-2.1e-07
BEPS_2014,Mujeres,29,994864,497,0.000499,0.999501,,54.8,r0110_14,0.00049957,-5.7e-07
BEPS_2014,Mujeres,30,994367,524,0.000526,0.999474,,53.8,r0110_14,0.00052697,-9.7e-07
BEPS_2014,Mujeres,31,993844,553,0.000556,0.999444,,52.8,r0110_14,0.00055643,-4.3e-07
BEPS_2014,Mujeres,32,993291,585,0.000589,0.999411,,51.9,r0110_14,0.00058895,5e-08
BEPS_2014,Mujeres,33,992706,620,0.000625,0.999375,,50.9,r0110_14,0.00062456,4.4e-07
BEPS_2014,Mujeres,34,992085,659,0.000664,0.999336,,49.9,r0110_14,0.00066426,-2.6e-07
BEPS_2014,Mujeres,35,991427,702,0.000708,0.999292,,49.0,r0110_14,0.00070807,-7e-08
BEPS_2014,Mujeres,36,990725,749,0.000756,0.999244,,48.0,r0110_14,0.00075601,-1e-08
BEPS_2014,Mujeres,37,989976,799,0.000807,0.999193,,47.0,r0110_14,0.00080709,-9e-08
BEPS_2014,Mujeres,38,989177,855,0.000865,0.999135,,46.1,r0110_14,0.00086435,6.5e-07
BEPS_2014,Mujeres,39,988321,918,0.000928,0.999072,,45.1,r0110_14,0.00092885,-8.5e-07
BEPS_2014,Mujeres,40,987404,985,0.000997,0.999003,,44.1,r0110_14,0.00099757,-5.7e-07
BEPS_2014,Mujeres,41,986419,1059,0.001073,0.998927,,43.2,r0110_14,0.00107358,-5.8e-07
BEPS_2014,Mujeres,42,985360,1139,0.001156,0.998844,,42.2,r0110_14,0.00115592,8e-08
BEPS_2014,Mujeres,43,984222,1228,0.001248,0.998752,,41.3,r0110_14,0.00124769,3.1e-07
BEPS_2014,Mujeres,44,982993,1325,0.001348,0.998652,,40.3,r0110_14,0.00134792,8e-08
BEPS_2014,Mujeres,45,981668,1432,0.001459,0.998541,,39.4,r0110_14,0.00145874,2.6e-07
BEPS_2014,Mujeres,46,980236,1549,0.00158,0.99842,,38.4,r0110_14,0.00158023,-2.3e-07
BEPS_2014,Mujeres,47,978687,1676,0.001712,0.998288,,37.5,r0110_14,0.0017125,-5e-07
BEPS_2014,Mujeres,48,977011,1816,0.001859,0.998141,,36.6,r0110_14,0.00185873,2.7e-07
BEPS_2014,Mujeres,49,975195,1969,0.00202,0.99798,,35.6,r0110_14,0.00201908,9.2e-07
BEPS_2014,Mujeres,50,973225,2137,0.002196,0.997804,,34.7,r0110_14,0.00219579,2.1e-07
BEPS_2014,Mujeres,51,971088,2321,0.00239,0.99761,,33.8,r0110_14,0.0023901,-1e-07
BEPS_2014,Mujeres,52,968767,2522,0.002603,0.997397,,32.9,r0110_14,0.00260331,-3.1e-07
BEPS_2014,Mujeres,53,966245,2740,0.002836,0.997164,,31.9,r0110_14,0.00283572,2.8e-07
BEPS_2014,Mujeres,54,963505,2980,0.003093,0.996907,,31.0,r0110_14,0.00309287,1.3e-07
BEPS_2014,Mujeres,55,960526,3213,0.003345,0.996655,,30.1,r0110_14,0.00334504,-4e-08
BEPS_2014,Mujeres,56,957313,3471,0.003626,0.996374,,29.2,r0110_14,0.00362577,2.3e-07
BEPS_2014,Mujeres,57,953842,3758,0.00394,0.99606,,28.3,r0110_14,0.00393986,1.4e-07
BEPS_2014,Mujeres,58,950084,4079,0.004293,0.995707,,27.4,r0110_14,0.0042933,-3e-07
BEPS_2014,Mujeres,59,946005,4435,0.004688,0.995312,,26.6,r0110_14,0.00468814,-1.4e-07
BEPS_2014,Mujeres,60,941570,4832,0.005131,0.994869,,25.7,r0110_14,0.00513185,-8.5e-07
BEPS_2014,Mujeres,61,936739,5270,0.005626,0.994374,,24.8,r0110_14,0.0056259,1e-07
BEPS_2014,Mujeres,62,931468,5759,0.006182,0.993818,,23.9,r0110_14,0.00618271,-7.1e-07
BEPS_2014,Mujeres,63,925710,6300,0.006805,0.993195,,23.1,r0110_14,0.00680559,-5.9e-07
BEPS_2014,Mujeres,64,919410,6898,0.007502,0.992498,,22.2,r0110_14,0.00750264,-6.4e-07
BEPS_2014,Mujeres,65,912512,7558,0.008283,0.991717,,21.4,r0110_14,0.00828263,3.7e-07
BEPS_2014,Mujeres,66,904954,8288,0.009158,0.990842,,20.6,r0110_14,0.00915848,-4.8e-07
BEPS_2014,Mujeres,67,896666,9090,0.010138,0.989862,,19.8,r0110_14,0.01013755,4.5e-07
BEPS_2014,Mujeres,68,887576,9973,0.011236,0.988764,,19.0,r0110_14,0.01123622,-2.2e-07
BEPS_2014,Mujeres,69,877604,10939,0.012465,0.987535,,18.2,r0110_14,0.01246462,3.8e-07
BEPS_2014,Mujeres,70,866664,11996,0.013842,0.986158,,17.4,r0110_14,0.01384158,4.2e-07
BEPS_2014,Mujeres,71,854668,13148,0.015384,0.984616,,16.6,r0110_14,0.01538375,2.5e-07
BEPS_2014,Mujeres,72,841520,14399,0.01711,0.98289,,15.9,r0110_14,0.0171107,-7e-07
BEPS_2014,Mujeres,73,827122,15751,0.019043,0.980957,,15.2,r0110_14,0.01904314,-1.4e-07
BEPS_2014,Mujeres,74,811371,17205,0.021205,0.978795,,14.4,r0110_14,0.02120485,1.5e-07
BEPS_2014,Mujeres,75,794166,18762,0.023625,0.976375,,13.7,r0110_14,0.02362478,2.2e-07
BEPS_2014,Mujeres,76,775404,20418,0.026332,0.973668,,13.1,r0110_14,0.02633208,-8e-08
BEPS_2014,Mujeres,77,754986,22167,0.029361,0.970639,,12.4,r0110_14,0.02936081,1.9e-07
BEPS_2014,Mujeres,78,732819,23999,0.032749,0.967251,,11.8,r0110_14,0.03274888,1.2e-07
BEPS_2014,Mujeres,79,708820,25897,0.036535,0.963465,,11.1,r0110_14,0.03653537,-3.7e-07
BEPS_2014,Mujeres,80,682923,27840,0.040766,0.959234,,10.6,r0110_14,0.04076594,6e-08
BEPS_2014,Mujeres,81,655083,29365,0.044826,0.955174,,10.0,r0110_14,0.04482638,-3.8e-07
BEPS_2014,Mujeres,82,625718,30843,0.049291,0.950709,,9.4,r0110_14,0.04929217,-1.17e-06
BEPS_2014,Mujeres,83,594875,32243,0.054201,0.945799,,8.9,r0110_14,0.0542013,-3e-07
BEPS_2014,Mujeres,84,562632,33533,0.0596,0.9404,,8.4,r0110_14,0.05960024,-2.4e-07
BEPS_2014,Mujeres,85,529099,34675,0.065537,0.934463,,7.9,r0110_14,0.06553594,1.06e-06
BEPS_2014,Mujeres,86,494424,35630,0.072064,0.927936,,7.4,r0110_14,0.07206365,3.5e-07
BEPS_2014,Mujeres,87,458794,36356,0.079243,0.920757,,6.9,r0110_14,0.07924254,4.6e-07
BEPS_2014,Mujeres,88,422438,36809,0.087136,0.912864,,6.5,r0110_14,0.08713468,1.32e-06
BEPS_2014,Mujeres,89,385628,36949,0.095815,0.904185,,6.0,r0110_14,0.09581514,-1.4e-07
BEPS_2014,Mujeres,90,348679,36736,0.105359,0.894641,,5.6,r0110_14,0.10535765,1.35e-06
BEPS_2014,Mujeres,91,311943,36140,0.115853,0.884147,,5.2,r0110_14,0.1158545,-1.5e-06
BEPS_2014,Mujeres,92,275803,35135,0.127393,0.872607,,4.8,r0110_14,0.12739165,1.35e-06
BEPS_2014,Mujeres,93,240668,33713,0.140082,0.859918,,4.5,r0110_14,0.14008094,1.06e-06
BEPS_2014,Mujeres,94,206955,32115,0.15518,0.84482,,4.1,r0110_14,0.15517866,1.34e-06
BEPS_2014,Mujeres,95,174840,29834,0.170637,0.829363,,3.8,r0110_14,0.17063601,9.9e-07
BEPS_2014,Mujeres,96,145006,28358,0.195562,0.804438,,3.5,r0110_14,0.19556432,-2.32e-06
BEPS_2014,Mujeres,97,116648,25084,0.215041,0.784959,,3.2,r0110_14,0.21504012,8.8e-07
BEPS_2014,Mujeres,98,91564,21651,0.23646,0.76354,,2.9,r0110_14,0.23645756,2.44e-06
BEPS_2014,Mujeres,99,69913,18178,0.260013,0.739987,,2.7,r0110_14,0.26000887,4.13e-06
BEPS_2014,Mujeres,100,51734,14792,0.285912,0.714088,,2.5,r0110_14,0.28592415,-1.215e-05
BEPS_2014,Mujeres,101,36943,11615,0.314391,0.685609,,2.2,r0110_14,0.31440327,-1.227e-05
BEPS_2014,Mujeres,102,25328,8756,0.345707,0.654293,,2.0,r0110_14,0.34570436,2.64e-06
BEPS_2014,Mujeres,103,16572,6300,0.380141,0.619859,,1.8,r0110_14,0.3801593,-1.83e-05
BEPS_2014,Mujeres,104,10272,4294,0.418006,0.581994,,1.7,r0110_14,0.4180296,-2.36e-05
BEPS_2014,Mujeres,105,5978,2748,0.459642,0.540358,,1.5,r0110_14,0.45968551,-4.351e-05
BEPS_2014,Mujeres,106,3231,1633,0.505426,0.494574,,1.3,r0110_14,0.50541628,9.72e-06
BEPS_2014,Mujeres,107,1598,888,0.555769,0.444231,,1.2,r0110_14,0.55569462,7.438e-05
BEPS_2014,Mujeres,108,710,434,0.611128,0.388872,,1.0,r0110_14,0.61126761,-0.00013961
BEPS_2014,Mujeres,109,276,185,0.672,0.328,,0.8,r0110_14,0.67028986,0.00171014
BEPS_2014,Mujeres,110,91,91,1.0,0.0,,0.5,r0110_14,1.0,0.0
Mortalidad_invalidos_1980_1989,Hombres,0,1,0,0.0,1.0,,,r0585_94,0.0,0.0
Mortalidad_invalidos_1980_1989,Hombres,107,13,7,0.53846154,0.46153846,,,r0585_94,0.53846154,0.0
Mortalidad_invalidos_1980_1989,Hombres,108,5,3,0.6,0.4,,,r0585_94,0.6,0.0
Mortalidad_invalidos_1980_1989,Hombres,109,2,1,0.5,0.5,,,r0585_94,0.5,0.0
Mortalidad_invalidos_1980_1989,Mujeres,0,54,4,0.07407407,0.92592593,,,r0585_94,0.07407407,0.0
Mortalidad_invalidos_1980_1989,Mujeres,3,41,0,0.0,1.0,,,r0585_94,0.0,0.0
Mortalidad_invalidos_1980_1989,Mujeres,6,48,0,0.0,1.0,,,r0585_94,0.0,0.0
Mortalidad_invalidos_1980_1989,Mujeres,9,303,255,0.84158416,0.15841584,,,r0585_94,0.84158416,0.0
Mortalidad_invalidos_1980_1989,Mujeres,30,10,0,0.0,1.0,,,r0585_94,0.0,0.0
Mortalidad_invalidos_1980_1989,Mujeres,80,70,54,0.77142857,0.22857143,,,r0585_94,0.77142857,0.0
Mortalidad_invalidos_1980_1989,Mujeres,81,76,57,0.75,0.25,,,r0585_94,0.75,0.0
Mortalidad_invalidos_1980_1989,Mujeres,83,7,2,0.28571429,0.71428571,,,r0585_94,0.28571429,0.0
Mortalidad_invalidos_1980_1989,Mujeres,90,95,6,0.06315789,0.93684211,,,r0585_94,0.06315789,0.0
Mortalidad_invalidos_1980_1989,Mujeres,91,29,14,0.48275862,0.51724138,,,r0585_94,0.48275862,0.0
Mortalidad_invalidos_1980_1989,Mujeres,96,899,332,0.36929922,0.63070078,,,r0585_94,0.36929922,0.0
Mortalidad_invalidos_1980_1989,Mujeres,98,328,86,0.26219512,0.73780488,,,r0585_94,0.26219512,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,20,54,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,21,58,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,22,62,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,23,67,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,24,71,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,25,74,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,26,79,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,27,82,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,28,87,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,29,89,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,30,93,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,31,98,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,32,103,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,33,110,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,34,116,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,35,125,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,36,135,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,37,147,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,38,158,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,39,171,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,40,187,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,41,203,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,42,222,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,43,242,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,44,265,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,45,288,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,46,315,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,47,346,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,48,379,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,49,416,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,50,456,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,51,501,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,52,551,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,53,606,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,54,668,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,55,734,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,56,808,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,57,885,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,58,971,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,96,865,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,97,680,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,98,519,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,99,384,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,100,764,274,0.35863874,0.64136126,,,r0585_94,0.35863874,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,101,490,188,0.38367347,0.61632653,,,r0585_94,0.38367347,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,102,302,124,0.41059603,0.58940397,,,r0585_94,0.41059603,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,103,178,78,0.43820225,0.56179775,,,r0585_94,0.43820225,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,104,100,45,0.45,0.55,,,r0585_94,0.45,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,105,55,26,0.47272727,0.52727273,,,r0585_94,0.47272727,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,106,29,14,0.48275862,0.51724138,,,r0585_94,0.48275862,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,107,15,8,0.53333333,0.46666667,,,r0585_94,0.53333333,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,108,7,4,0.57142857,0.42857143,,,r0585_94,0.57142857,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,109,3,2,0.66666667,0.33333333,,,r0585_94,0.66666667,0.0
Rentistas_RV89_ISS_1980_1989,Hombres,110,1,1,1.0,0.0,,,r0585_94,1.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,15,30,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,16,34,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,17,39,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,18,43,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,19,46,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,20,50,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,21,54,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,22,57,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,23,61,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,24,65,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,25,69,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,26,72,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,27,77,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,28,81,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,29,86,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,30,90,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,31,95,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,32,101,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,33,107,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,34,116,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,35,124,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,36,134,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,37,145,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,38,156,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,39,169,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,40,183,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,41,198,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,42,215,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,43,233,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,44,254,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,45,275,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,46,297,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,47,321,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,48,346,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,49,370,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,50,397,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,51,427,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,52,465,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,53,505,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,54,552,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,55,603,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,56,658,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,57,714,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,58,772,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,59,835,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,60,900,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,61,979,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,97,924,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,98,722,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,99,548,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,100,401,0,0.0,1.0,,,r0585_94,0.0,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,101,765,282,0.36862745,0.63137255,,,r0585_94,0.36862745,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,102,483,183,0.37888199,0.62111801,,,r0585_94,0.37888199,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,103,300,128,0.42666667,0.57333333,,,r0585_94,0.42666667,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,104,172,74,0.43023256,0.56976744,,,r0585_94,0.43023256,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,105,98,45,0.45918367,0.54081633,,,r0585_94,0.45918367,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,106,53,25,0.47169811,0.52830189,,,r0585_94,0.47169811,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,107,28,14,0.5,0.5,,,r0585_94,0.5,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,108,14,8,0.57142857,0.42857143,,,r0585_94,0.57142857,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,109,6,4,0.66666667,0.33333333,,,r0585_94,0.66666667,0.0
Rentistas_RV89_ISS_1980_1989,Mujeres,110,2,2,1.0,0.0,,,r0585_94,1.0,0.0
Asegurados_1984_1988,Unisex,20,345,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,21,345,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,22,346,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,23,347,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,24,348,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,25,348,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,26,349,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,27,350,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,28,350,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,29,351,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,31,354,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,32,355,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,33,357,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,34,358,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,35,358,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,36,359,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,37,361,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,38,364,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,39,367,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,40,371,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,42,383,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,43,394,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,44,408,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,45,427,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,46,452,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,47,485,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,48,525,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,49,570,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,50,619,0,0.0,1.0,,,r0996_90,0.0,0.0
Asegurados_1984_1988,Unisex,51,669,0,0.0,1.0,,,r0996_90,0.0,0.0
