table,sex,x,lx,dx,qx,px,mu,ex,source,qx_calculated,qx_difference
RV08_Rentistas_2005_2008,female,100,65719,18627,0.283434,0.716566,NA,2.5,r1555_10,0.28343401,-1e-8
RV08_Rentistas_2005_2008,female,101,47092,14679,0.311709,0.688291,NA,2.3,r1555_10,0.311709,0
RV08_Rentistas_2005_2008,female,102,32413,11075,0.341684,0.658316,NA,2.1,r1555_10,0.34168389,1.1e-7
RV08_Rentistas_2005_2008,female,103,21338,7968,0.37341800000000003,0.626582,NA,1.9,r1555_10,0.37341831,-3.1e-7
RV08_Rentistas_2005_2008,female,104,13370,5440,0.406881,0.593119,NA,1.7,r1555_10,0.40688108,-8e-8
RV08_Rentistas_2005_2008,female,105,7930,3505,0.441992,0.558008,NA,1.6,r1555_10,0.44199243,-4.3e-7
RV08_Rentistas_2005_2008,female,106,4425,2119,0.47887,0.52113,NA,1.4,r1555_10,0.47887006,-6e-8
RV08_Rentistas_2005_2008,female,107,2306,1194,0.51778,0.48222,NA,1.3,r1555_10,0.51777971,2.9e-7
RV08_Rentistas_2005_2008,female,108,1112,620,0.557554,0.442446,NA,1.1,r1555_10,0.55755396,4e-8
RV08_Rentistas_2005_2008,female,109,492,295,0.599593,0.400407,NA,0.9,r1555_10,0.5995935,-5e-7
RV08_Rentistas_2005_2008,female,110,197,197,1,0,NA,0.5,r1555_10,1,0
RV08_Rentistas_2005_2008,male,15,1000000,485,4.85e-4,0.999515,NA,64.8,r1555_10,4.85e-4,0
RV08_Rentistas_2005_2008,male,16,999515,496,4.96e-4,0.999504,NA,63.9,r1555_10,4.9624e-4,-2.4e-7
RV08_Rentistas_2005_2008,male,17,999019,509,5.09e-4,0.999491,NA,62.9,r1555_10,5.095e-4,-5e-7
RV08_Rentistas_2005_2008,male,18,998510,522,5.23e-4,0.999477,NA,61.9,r1555_10,5.2278e-4,2.2e-7
RV08_Rentistas_2005_2008,male,19,997988,537,5.38e-4,0.999462,NA,60.9,r1555_10,5.3808e-4,-8e-8
RV08_Rentistas_2005_2008,male,20,997451,553,5.54e-4,0.999446,NA,60,r1555_10,5.5441e-4,-4.1e-7
RV08_Rentistas_2005_2008,male,21,996898,571,5.73e-4,0.999427,NA,59,r1555_10,5.7278e-4,2.2e-7
RV08_Rentistas_2005_2008,male,22,996327,591,5.93e-4,0.999407,NA,58,r1555_10,5.9318e-4,-1.8e-7
RV08_Rentistas_2005_2008,male,23,995736,612,6.15e-4,0.999385,NA,57.1,r1555_10,6.1462e-4,3.8e-7
RV08_Rentistas_2005_2008,male,24,995124,636,6.39e-4,0.999361,NA,56.1,r1555_10,6.3912e-4,-1.2e-7
RV08_Rentistas_2005_2008,male,25,994488,662,6.66e-4,0.99933399999999994,NA,55.1,r1555_10,6.6567e-4,3.3e-7
RV08_Rentistas_2005_2008,male,26,993826,690,6.94e-4,0.999306,NA,54.2,r1555_10,6.9429e-4,-2.9e-7
RV08_Rentistas_2005_2008,male,27,993136,721,7.26e-4,0.999274,NA,53.2,r1555_10,7.2598e-4,2e-8
RV08_Rentistas_2005_2008,male,28,992415,755,7.61e-4,0.999239,NA,52.3,r1555_10,7.6077e-4,2.3e-7
RV08_Rentistas_2005_2008,male,29,991660,792,7.99e-4,0.999201,NA,51.3,r1555_10,7.9866e-4,3.4e-7
RV08_Rentistas_2005_2008,male,30,990868,832,8.4e-4,0.99916,NA,50.3,r1555_10,8.3967e-4,3.3e-7
RV08_Rentistas_2005_2008,male,31,990036,877,8.86e-4,0.999114,NA,49.4,r1555_10,8.8583e-4,1.7e-7
RV08_Rentistas_2005_2008,male,32,989159,926,9.36e-4,0.999064,NA,48.4,r1555_10,9.3615e-4,-1.5e-7
RV08_Rentistas_2005_2008,male,33,988233,979,9.91e-4,0.999009,NA,47.5,r1555_10,9.9066e-4,3.4e-7
RV08_Rentistas_2005_2008,male,34,987254,1038,0.001051,0.998949,NA,46.5,r1555_10,0.0010514,-4e-7
RV08_Rentistas_2005_2008,male,35,986216,1102,0.001117,0.998883,NA,45.6,r1555_10,0.0011174,-4e-7
RV08_Rentistas_2005_2008,male,36,985114,1172,0.00119,0.99881,NA,44.6,r1555_10,0.00118971,2.9e-7
RV08_Rentistas_2005_2008,male,37,983942,1249,0.001269,0.998731,NA,43.7,r1555_10,0.00126938,-3.8e-7
RV08_Rentistas_2005_2008,male,38,982693,1333,0.001356,0.998644,NA,42.7,r1555_10,0.00135648,-4.8e-7
RV08_Rentistas_2005_2008,male,39,981360,1424,0.001451,0.998549,NA,41.8,r1555_10,0.00145105,-5e-8
RV08_Rentistas_2005_2008,male,40,979936,1525,0.001556,0.998444,NA,40.8,r1555_10,0.00155622,-2.2e-7
RV08_Rentistas_2005_2008,male,41,978411,1635,0.001671,0.998329,NA,39.9,r1555_10,0.00167108,-8e-8
RV08_Rentistas_2005_2008,male,42,976776,1755,0.001797,0.998203,NA,39,r1555_10,0.00179673,2.7e-7
RV08_Rentistas_2005_2008,male,43,975021,1886,0.001934,0.998066,NA,38,r1555_10,0.00193432,-3.2e-7
RV08_Rentistas_2005_2008,male,44,973135,2030,0.002086,0.997914,NA,37.1,r1555_10,0.00208604,-4e-8
RV08_Rentistas_2005_2008,male,45,971105,2186,0.002251,0.997749,NA,36.2,r1555_10,0.00225104,-4e-8
RV08_Rentistas_2005_2008,male,46,968919,2358,0.002434,0.997566,NA,35.3,r1555_10,0.00243364,3.6e-7
RV08_Rentistas_2005_2008,male,47,966561,2544,0.002632,0.997368,NA,34.4,r1555_10,0.00263201,-1e-8
RV08_Rentistas_2005_2008,male,48,964017,2748,0.002851,0.997149,NA,33.4,r1555_10,0.00285057,4.3e-7
RV08_Rentistas_2005_2008,male,49,961269,2971,0.003091,0.996909,NA,32.5,r1555_10,0.00309071,2.9e-7
RV08_Rentistas_2005_2008,male,50,958298,3213,0.003353,0.996647,NA,31.6,r1555_10,0.00335282,1.8e-7
RV08_Rentistas_2005_2008,male,51,955085,3477,0.003641,0.996359,NA,30.7,r1555_10,0.00364051,4.9e-7
RV08_Rentistas_2005_2008,male,52,951608,3765,0.003956,0.996044,NA,29.9,r1555_10,0.00395646,-4.6e-7
RV08_Rentistas_2005_2008,male,53,947843,4077,0.004301,0.995699,NA,29,r1555_10,0.00430135,-3.5e-7
RV08_Rentistas_2005_2008,male,54,943766,4418,0.004681,0.995319,NA,28.1,r1555_10,0.00468125,-2.5e-7
RV08_Rentistas_2005_2008,male,55,939348,4744,0.00505,0.99495,NA,27.2,r1555_10,0.00505031,-3.1e-7
RV08_Rentistas_2005_2008,male,56,934604,5106,0.005463,0.994537,NA,26.4,r1555_10,0.00546328,-2.8e-7
RV08_Rentistas_2005_2008,male,57,929498,5507,0.005925,0.994075,NA,25.5,r1555_10,0.0059247,3e-7
RV08_Rentistas_2005_2008,male,58,923991,5952,0.006442,0.993558,NA,24.6,r1555_10,0.00644162,3.8e-7
RV08_Rentistas_2005_2008,male,59,918039,6444,0.007019,0.992981,NA,23.8,r1555_10,0.00701931,-3.1e-7
RV08_Rentistas_2005_2008,male,60,911595,6988,0.007666,0.992334,NA,23,r1555_10,0.00766568,3.2e-7
RV08_Rentistas_2005_2008,male,61,904607,7588,0.008388,0.991612,NA,22.1,r1555_10,0.00838817,-1.7e-7
RV08_Rentistas_2005_2008,male,62,897019,8250,0.009197,0.990803,NA,21.3,r1555_10,0.00919713,-1.3e-7
RV08_Rentistas_2005_2008,male,63,888769,9134,0.010277,0.989723,NA,20.5,r1555_10,0.01027714,-1.4e-7
RV08_Rentistas_2005_2008,male,64,879635,10078,0.011457,0.988543,NA,19.7,r1555_10,0.01145702,-2e-8
RV08_Rentistas_2005_2008,male,65,869557,11080,0.012742,0.987258,NA,19,r1555_10,0.01274212,-1.2e-7
RV08_Rentistas_2005_2008,male,66,858477,12143,0.014145,0.985855,NA,18.2,r1555_10,0.01414482,1.8e-7
RV08_Rentistas_2005_2008,male,67,846334,13265,0.015673,0.984327,NA,17.4,r1555_10,0.01567348,-4.8e-7
RV08_Rentistas_2005_2008,male,68,833069,14446,0.017341,0.982659,NA,16.7,r1555_10,0.0173407,3e-7
RV08_Rentistas_2005_2008,male,69,818623,15683,0.019158,0.980842,NA,16,r1555_10,0.01915778,2.2e-7
RV08_Rentistas_2005_2008,male,70,802940,16972,0.021137,0.978863,NA,15.3,r1555_10,0.02113732,-3.2e-7
RV08_Rentistas_2005_2008,male,71,785968,18310,0.023296,0.976704,NA,14.6,r1555_10,0.02329611,-1.1e-7
RV08_Rentistas_2005_2008,male,72,767658,19688,0.025647,0.974353,NA,14,r1555_10,0.02564684,1.6e-7
RV08_Rentistas_2005_2008,male,73,747970,21098,0.028207,0.971793,NA,13.3,r1555_10,0.02820701,-1e-8
RV08_Rentistas_2005_2008,male,74,726872,22530,0.030996,0.969004,NA,12.7,r1555_10,0.03099583,1.7e-7
RV08_Rentistas_2005_2008,male,75,704342,23970,0.034032,0.965968,NA,12.1,r1555_10,0.03403176,2.4e-7
RV08_Rentistas_2005_2008,male,76,680372,25402,0.037335,0.962665,NA,11.5,r1555_10,0.03733546,-4.6e-7
RV08_Rentistas_2005_2008,male,77,654970,26808,0.04093,0.95907,NA,10.9,r1555_10,0.04093012,-1.2e-7
RV08_Rentistas_2005_2008,male,78,628162,28168,0.044842,0.955158,NA,10.4,r1555_10,0.04484194,6e-8
RV08_Rentistas_2005_2008,male,79,599994,29456,0.049094,0.950906,NA,9.8,r1555_10,0.04909382,1.8e-7
RV08_Rentistas_2005_2008,male,80,570538,30646,0.053714,0.946286,NA,9.3,r1555_10,0.05371421,-2.1e-7
RV08_Rentistas_2005_2008,male,81,539892,31711,0.058736,0.941264,NA,8.8,r1555_10,0.05873582,1.8e-7
RV08_Rentistas_2005_2008,male,82,508181,32619,0.064188,0.935812,NA,8.3,r1555_10,0.06418776,2.4e-7
RV08_Rentistas_2005_2008,male,83,475562,33340,0.070107,0.929893,NA,7.8,r1555_10,0.07010653,4.7e-7
RV08_Rentistas_2005_2008,male,84,442222,33841,0.076525,0.923475,NA,7.4,r1555_10,0.07652491,9e-8
RV08_Rentistas_2005_2008,male,85,408381,34093,0.083483,0.916517,NA,7,r1555_10,0.08348332,-3.2e-7
RV08_Rentistas_2005_2008,male,86,374288,34069,0.091023,0.908977,NA,6.6,r1555_10,0.09102349,-4.9e-7
RV08_Rentistas_2005_2008,male,87,340219,33745,0.099186,0.900814,NA,6.2,r1555_10,0.09918611,-1.1e-7
RV08_Rentistas_2005_2008,male,88,306474,33103,0.108012,0.891988,NA,5.8,r1555_10,0.10801243,-4.3e-7
RV08_Rentistas_2005_2008,male,89,273371,32136,0.117555,0.882445,NA,5.4,r1555_10,0.11755453,4.7e-7
RV08_Rentistas_2005_2008,male,90,241235,30844,0.127859,0.872141,NA,5.1,r1555_10,0.12785873,2.7e-7
RV08_Rentistas_2005_2008,male,91,210391,29239,0.138975,0.861025,NA,4.8,r1555_10,0.13897458,4.2e-7
RV08_Rentistas_2005_2008,male,92,181152,27344,0.150945,0.849055,NA,4.5,r1555_10,0.15094506,-6e-8
RV08_Rentistas_2005_2008,male,93,153808,25199,0.163834,0.836166,NA,4.2,r1555_10,0.16383413,-1.3e-7
RV08_Rentistas_2005_2008,male,94,128609,22851,0.177678,0.822322,NA,3.9,r1555_10,0.17767808,-8e-8
RV08_Rentistas_2005_2008,male,95,105758,20363,0.192543,0.807457,NA,3.6,r1555_10,0.19254335,-3.5e-7
RV08_Rentistas_2005_2008,male,96,85395,17839,0.2089,0.7911,NA,3.3,r1555_10,0.20889982000000001,1.8e-7
RV08_Rentistas_2005_2008,male,97,67556,15350,0.227219,0.772781,NA,3.1,r1555_10,0.2272189,1e-7
RV08_Rentistas_2005_2008,male,98,52206,12921,0.2475,0.7525,NA,2.9,r1555_10,0.24750029,-2.9e-7
RV08_Rentistas_2005_2008,male,99,39285,10597,0.269747,0.730253,NA,2.6,r1555_10,0.26974672,2.8e-7
RV08_Rentistas_2005_2008,male,100,28688,8433,0.293956,0.706044,NA,2.4,r1555_10,0.29395566,3.4e-7
RV08_Rentistas_2005_2008,male,101,20255,6484,0.320118,0.679882,NA,2.2,r1555_10,0.32011849,-4.9e-7
RV08_Rentistas_2005_2008,male,102,13771,4796,0.348268,0.651732,NA,2.1,r1555_10,0.3482681,-1e-7
RV08_Rentistas_2005_2008,male,103,8975,3395,0.378273,0.621727,NA,1.9,r1555_10,0.37827298,2e-8
RV08_Rentistas_2005_2008,male,104,5580,2290,0.410394,0.589606,NA,1.7,r1555_10,0.41039427,-2.7e-7
RV08_Rentistas_2005_2008,male,105,3290,1462,0.444377,0.555623,NA,1.6,r1555_10,0.4443769,1e-7
RV08_Rentistas_2005_2008,male,106,1828,878,0.480306,0.519694,NA,1.4,r1555_10,0.48030635,-3.5e-7
RV08_Rentistas_2005_2008,male,107,950,492,0.517895,0.482105,NA,1.3,r1555_10,0.51789474,2.6e-7
RV08_Rentistas_2005_2008,male,108,458,256,0.558952,0.441048,NA,1.1,r1555_10,0.55895197,3e-8
RV08_Rentistas_2005_2008,male,109,202,121,0.59901,0.40099,NA,0.9,r1555_10,0.5990099,1e-7
RV08_Rentistas_2005_2008,male,110,81,81,1,0,NA,0.5,r1555_10,1,0
Rentistas_RV89_ISS_1980_1989,female,15,30,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,16,34,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,17,39,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,18,43,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,19,46,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,20,50,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,21,54,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,22,57,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,23,61,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,24,65,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,25,69,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,26,72,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,27,77,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,28,81,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,29,86,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,30,90,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,31,95,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,32,101,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,33,107,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,34,116,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,35,124,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,36,134,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,37,145,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,38,156,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,39,169,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,40,183,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,41,198,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,42,215,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,43,233,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,44,254,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,45,275,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,46,297,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,47,321,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,48,346,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,49,370,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,50,397,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,51,427,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,52,465,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,53,505,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,54,552,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,55,603,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,56,658,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,57,714,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,58,772,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,59,835,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,60,900,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,61,979,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,97,924,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,98,722,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,99,548,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,100,401,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,female,101,765,282,0.36862745,0.63137255,NA,NA,r0585_94,0.36862745,0
Rentistas_RV89_ISS_1980_1989,female,102,483,183,0.37888199,0.62111801,NA,NA,r0585_94,0.37888199,0
Rentistas_RV89_ISS_1980_1989,female,103,300,128,0.42666667,0.57333333,NA,NA,r0585_94,0.42666667,0
Rentistas_RV89_ISS_1980_1989,female,104,172,74,0.43023256,0.56976744,NA,NA,r0585_94,0.43023256,0
Rentistas_RV89_ISS_1980_1989,female,105,98,45,0.45918367,0.54081633,NA,NA,r0585_94,0.45918367,0
Rentistas_RV89_ISS_1980_1989,female,106,53,25,0.47169811,0.52830189,NA,NA,r0585_94,0.47169811,0
Rentistas_RV89_ISS_1980_1989,female,107,28,14,0.5,0.5,NA,NA,r0585_94,0.5,0
Rentistas_RV89_ISS_1980_1989,female,108,14,8,0.57142857,0.42857143,NA,NA,r0585_94,0.57142857,0
Rentistas_RV89_ISS_1980_1989,female,109,6,4,0.66666667,0.33333333,NA,NA,r0585_94,0.66666667,0
Rentistas_RV89_ISS_1980_1989,female,110,2,2,1,0,NA,NA,r0585_94,1,0
Rentistas_RV89_ISS_1980_1989,male,20,54,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,21,58,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,22,62,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,23,67,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,24,71,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,25,74,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,26,79,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,27,82,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,28,87,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,29,89,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,30,93,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,31,98,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,32,103,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,33,110,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,34,116,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,35,125,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,36,135,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,37,147,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,38,158,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,39,171,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,40,187,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,41,203,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,42,222,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,43,242,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,44,265,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,45,288,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,46,315,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,47,346,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,48,379,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,49,416,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,50,456,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,51,501,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,52,551,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,53,606,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,54,668,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,55,734,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,56,808,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,57,885,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,58,971,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,96,865,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,97,680,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,98,519,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,99,384,0,0,1,NA,NA,r0585_94,0,0
Rentistas_RV89_ISS_1980_1989,male,100,764,274,0.35863874,0.64136126,NA,NA,r0585_94,0.35863874,0
Rentistas_RV89_ISS_1980_1989,male,101,490,188,0.38367347,0.61632653,NA,NA,r0585_94,0.38367347,0
Rentistas_RV89_ISS_1980_1989,male,102,302,124,0.41059603,0.58940397,NA,NA,r0585_94,0.41059603,0
Rentistas_RV89_ISS_1980_1989,male,103,178,78,0.43820225,0.56179775,NA,NA,r0585_94,0.43820225,0
Rentistas_RV89_ISS_1980_1989,male,104,100,45,0.45,0.55,NA,NA,r0585_94,0.45,0
Rentistas_RV89_ISS_1980_1989,male,105,55,26,0.47272727,0.52727273,NA,NA,r0585_94,0.47272727,0
Rentistas_RV89_ISS_1980_1989,male,106,29,14,0.48275862,0.51724138,NA,NA,r0585_94,0.48275862,0
Rentistas_RV89_ISS_1980_1989,male,107,15,8,0.53333333,0.46666667,NA,NA,r0585_94,0.53333333,0
Rentistas_RV89_ISS_1980_1989,male,108,7,4,0.57142857,0.42857143,NA,NA,r0585_94,0.57142857,0
Rentistas_RV89_ISS_1980_1989,male,109,3,2,0.66666667,0.33333333,NA,NA,r0585_94,0.66666667,0
Rentistas_RV89_ISS_1980_1989,male,110,1,1,1,0,NA,NA,r0585_94,1,0
