table,sex,x,lx,dx,qx,px,mu,ex,source,qx_calculated,qx_difference
BEPS_2014,female,63,925710,6300,0.006805,0.993195,NA,23.1,r0110_14,0.00680559,-5.9e-7
BEPS_2014,female,64,919410,6898,0.007502,0.992498,NA,22.2,r0110_14,0.00750264,-6.4e-7
BEPS_2014,female,65,912512,7558,0.008283,0.991717,NA,21.4,r0110_14,0.00828263,3.7e-7
BEPS_2014,female,66,904954,8288,0.009158,0.990842,NA,20.6,r0110_14,0.00915848,-4.8e-7
BEPS_2014,female,67,896666,9090,0.010138,0.989862,NA,19.8,r0110_14,0.01013755,4.5e-7
BEPS_2014,female,68,887576,9973,0.011236,0.988764,NA,19,r0110_14,0.01123622,-2.2e-7
BEPS_2014,female,69,877604,10939,0.012465,0.987535,NA,18.2,r0110_14,0.01246462,3.8e-7
BEPS_2014,female,70,866664,11996,0.013842,0.986158,NA,17.4,r0110_14,0.01384158,4.2e-7
BEPS_2014,female,71,854668,13148,0.015384,0.984616,NA,16.6,r0110_14,0.01538375,2.5e-7
BEPS_2014,female,72,841520,14399,0.01711,0.98289,NA,15.9,r0110_14,0.0171107,-7e-7
BEPS_2014,female,73,827122,15751,0.019043,0.980957,NA,15.2,r0110_14,0.01904314,-1.4e-7
BEPS_2014,female,74,811371,17205,0.021205,0.978795,NA,14.4,r0110_14,0.02120485,1.5e-7
BEPS_2014,female,75,794166,18762,0.023625,0.976375,NA,13.7,r0110_14,0.02362478,2.2e-7
BEPS_2014,female,76,775404,20418,0.026332,0.973668,NA,13.1,r0110_14,0.02633208,-8e-8
BEPS_2014,female,77,754986,22167,0.029361,0.970639,NA,12.4,r0110_14,0.02936081,1.9e-7
BEPS_2014,female,78,732819,23999,0.032749,0.967251,NA,11.8,r0110_14,0.03274888,1.2e-7
BEPS_2014,female,79,708820,25897,0.036535,0.963465,NA,11.1,r0110_14,0.03653537,-3.7e-7
BEPS_2014,female,80,682923,27840,0.040766,0.959234,NA,10.6,r0110_14,0.04076594,6e-8
BEPS_2014,female,81,655083,29365,0.044826,0.955174,NA,10,r0110_14,0.04482638,-3.8e-7
BEPS_2014,female,82,625718,30843,0.049291,0.950709,NA,9.4,r0110_14,0.04929217,-1.17e-6
BEPS_2014,female,83,594875,32243,0.054201,0.945799,NA,8.9,r0110_14,0.0542013,-3e-7
BEPS_2014,female,84,562632,33533,0.0596,0.9404,NA,8.4,r0110_14,0.05960024,-2.4e-7
BEPS_2014,female,85,529099,34675,0.065537,0.934463,NA,7.9,r0110_14,0.06553594,1.06e-6
BEPS_2014,female,86,494424,35630,0.072064,0.927936,NA,7.4,r0110_14,0.07206365,3.5e-7
BEPS_2014,female,87,458794,36356,0.079243,0.920757,NA,6.9,r0110_14,0.07924254,4.6e-7
BEPS_2014,female,88,422438,36809,0.087136,0.912864,NA,6.5,r0110_14,0.08713468,1.32e-6
BEPS_2014,female,89,385628,36949,0.095815,0.904185,NA,6,r0110_14,0.09581514,-1.4e-7
BEPS_2014,female,90,348679,36736,0.105359,0.894641,NA,5.6,r0110_14,0.10535765,1.35e-6
BEPS_2014,female,91,311943,36140,0.115853,0.884147,NA,5.2,r0110_14,0.1158545,-1.5e-6
BEPS_2014,female,92,275803,35135,0.127393,0.872607,NA,4.8,r0110_14,0.12739165,1.35e-6
BEPS_2014,female,93,240668,33713,0.140082,0.859918,NA,4.5,r0110_14,0.14008094,1.06e-6
BEPS_2014,female,94,206955,32115,0.15518,0.84482,NA,4.1,r0110_14,0.15517866,1.34e-6
BEPS_2014,female,95,174840,29834,0.170637,0.829363,NA,3.8,r0110_14,0.17063601,9.9e-7
BEPS_2014,female,96,145006,28358,0.195562,0.804438,NA,3.5,r0110_14,0.19556432,-2.32e-6
BEPS_2014,female,97,116648,25084,0.215041,0.784959,NA,3.2,r0110_14,0.21504012,8.8e-7
BEPS_2014,female,98,91564,21651,0.23646,0.76354,NA,2.9,r0110_14,0.23645756,2.44e-6
BEPS_2014,female,99,69913,18178,0.260013,0.739987,NA,2.7,r0110_14,0.26000887,4.13e-6
BEPS_2014,female,100,51734,14792,0.285912,0.714088,NA,2.5,r0110_14,0.28592415,-1.215e-5
BEPS_2014,female,101,36943,11615,0.314391,0.685609,NA,2.2,r0110_14,0.31440327,-1.227e-5
BEPS_2014,female,102,25328,8756,0.345707,0.654293,NA,2,r0110_14,0.34570436,2.64e-6
BEPS_2014,female,103,16572,6300,0.380141,0.619859,NA,1.8,r0110_14,0.3801593,-1.83e-5
BEPS_2014,female,104,10272,4294,0.418006,0.581994,NA,1.7,r0110_14,0.4180296,-2.36e-5
BEPS_2014,female,105,5978,2748,0.459642,0.540358,NA,1.5,r0110_14,0.45968551,-4.351e-5
BEPS_2014,female,106,3231,1633,0.505426,0.494574,NA,1.3,r0110_14,0.50541628,9.72e-6
BEPS_2014,female,107,1598,888,0.555769,0.444231,NA,1.2,r0110_14,0.55569462,7.438e-5
BEPS_2014,female,108,710,434,0.611128,0.388872,NA,1,r0110_14,0.61126761,-1.3961e-4
BEPS_2014,female,109,276,185,0.672,0.328,NA,0.8,r0110_14,0.67028986,0.00171014
BEPS_2014,female,110,91,91,1,0,NA,0.5,r0110_14,1,0
BEPS_2014,male,15,1000000,1129,0.001129,0.998871,NA,62.2,r0110_14,0.001129,0
BEPS_2014,male,16,998871,1135,0.001137,0.998863,NA,61.2,r0110_14,0.00113628,7.2e-7
BEPS_2014,male,17,997735,1145,0.001147,0.998853,NA,60.3,r0110_14,0.0011476,-6e-7
BEPS_2014,male,18,996591,1153,0.001157,0.998843,NA,59.4,r0110_14,0.00115694,6e-8
BEPS_2014,male,19,995437,1165,0.001171,0.998829,NA,58.4,r0110_14,0.00117034,6.6e-7
BEPS_2014,male,20,994272,1178,0.001185,0.998815,NA,57.5,r0110_14,0.00118479,2.1e-7
BEPS_2014,male,21,993094,1194,0.001202,0.998798,NA,56.6,r0110_14,0.0012023,-3e-7
BEPS_2014,male,22,991899,1213,0.001223,0.998777,NA,55.6,r0110_14,0.00122291,9e-8
BEPS_2014,male,23,990687,1232,0.001243,0.998757,NA,54.7,r0110_14,0.00124358,-5.8e-7
BEPS_2014,male,24,989455,1255,0.001268,0.998732,NA,53.8,r0110_14,0.00126838,-3.8e-7
BEPS_2014,male,25,988200,1280,0.001296,0.998704,NA,52.9,r0110_14,0.00129528,7.2e-7
BEPS_2014,male,26,986920,1307,0.001325,0.998675,NA,51.9,r0110_14,0.00132432,6.8e-7
BEPS_2014,male,27,985613,1338,0.001357,0.998643,NA,51,r0110_14,0.00135753,-5.3e-7
BEPS_2014,male,28,984275,1372,0.001393,0.998607,NA,50.1,r0110_14,0.00139392,-9.2e-7
BEPS_2014,male,29,982903,1408,0.001432,0.998568,NA,49.1,r0110_14,0.00143249,-4.9e-7
BEPS_2014,male,30,981495,1446,0.001474,0.998526,NA,48.2,r0110_14,0.00147326,7.4e-7
BEPS_2014,male,31,980049,1491,0.001521,0.998479,NA,47.3,r0110_14,0.00152135,-3.5e-7
BEPS_2014,male,32,978558,1538,0.001572,0.998428,NA,46.3,r0110_14,0.0015717,3e-7
BEPS_2014,male,33,977020,1588,0.001625,0.998375,NA,45.4,r0110_14,0.00162535,-3.5e-7
BEPS_2014,male,34,975432,1643,0.001685,0.998315,NA,44.5,r0110_14,0.00168438,6.2e-7
BEPS_2014,male,35,973789,1702,0.001748,0.998252,NA,43.6,r0110_14,0.00174781,1.9e-7
BEPS_2014,male,36,972087,1765,0.001815,0.998185,NA,42.6,r0110_14,0.00181568,-6.8e-7
BEPS_2014,male,37,970323,1832,0.001888,0.998112,NA,41.7,r0110_14,0.00188803,-3e-8
BEPS_2014,male,38,968490,1904,0.001966,0.998034,NA,40.8,r0110_14,0.00196595,5e-8
BEPS_2014,male,39,966586,1979,0.002048,0.997952,NA,39.9,r0110_14,0.00204741,5.9e-7
BEPS_2014,male,40,964607,2061,0.002137,0.99786300000000006,NA,38.9,r0110_14,0.00213662,3.8e-7
BEPS_2014,male,41,962546,2147,0.00223,0.99777,NA,38,r0110_14,0.00223054,-5.4e-7
BEPS_2014,male,42,960399,2237,0.002329,0.997671,NA,37.1,r0110_14,0.0023292400000000002,-2.4e-7
BEPS_2014,male,43,958162,2332,0.002434,0.997566,NA,36.2,r0110_14,0.00243383,1.7e-7
BEPS_2014,male,44,955830,2498,0.002614,0.997386,NA,35.3,r0110_14,0.00261344,5.6e-7
BEPS_2014,male,45,953331,2685,0.002817,0.997183,NA,34.4,r0110_14,0.00281644,5.6e-7
BEPS_2014,male,46,950646,2891,0.003041,0.996959,NA,33.5,r0110_14,0.00304109,-9e-8
BEPS_2014,male,47,947755,3113,0.003284,0.996716,NA,32.6,r0110_14,0.0032846,-6e-7
BEPS_2014,male,48,944643,3355,0.003552,0.996448,NA,31.7,r0110_14,0.00355161,3.9e-7
BEPS_2014,male,49,941287,3620,0.003846,0.996154,NA,30.8,r0110_14,0.0038458,2e-7
BEPS_2014,male,50,937667,3906,0.0041660000000000004,0.995834,NA,29.9,r0110_14,0.00416566,3.4e-7
BEPS_2014,male,51,933761,4218,0.004517,0.995483,NA,29,r0110_14,0.00451722,-2.2e-7
BEPS_2014,male,52,929543,4557,0.004902,0.995098,NA,28.2,r0110_14,0.00490241,-4.1e-7
BEPS_2014,male,53,924986,4923,0.005322,0.994678,NA,27.3,r0110_14,0.00532224,-2.4e-7
BEPS_2014,male,54,920063,5322,0.005784,0.994216,NA,26.4,r0110_14,0.00578439,-3.9e-7
BEPS_2014,male,55,914741,5700,0.006231,0.993769,NA,25.6,r0110_14,0.00623127,-2.7e-7
BEPS_2014,male,56,909041,6119,0.006731,0.993269,NA,24.7,r0110_14,0.00673127,-2.7e-7
BEPS_2014,male,57,902922,6582,0.00729,0.99271,NA,23.9,r0110_14,0.00728967,3.3e-7
BEPS_2014,male,58,896340,7094,0.007914,0.992086,NA,23.1,r0110_14,0.00791441,-4.1e-7
BEPS_2014,male,59,889246,7658,0.008612,0.991388,NA,22.3,r0110_14,0.00861179,2.1e-7
BEPS_2014,male,60,881588,8279,0.009392,0.990608,NA,21.5,r0110_14,0.00939101,9.9e-7
BEPS_2014,male,61,873308,8962,0.010262,0.989738,NA,20.7,r0110_14,0.01026213,-1.3e-7
BEPS_2014,male,62,864346,9711,0.011236,0.988764,NA,19.9,r0110_14,0.01123508,9.2e-7
BEPS_2014,male,63,854635,10715,0.012537,0.987463,NA,19.1,r0110_14,0.01253752,-5.2e-7
BEPS_2014,male,64,843920,11778,0.013956,0.986044,NA,18.3,r0110_14,0.0139563,-3e-7
BEPS_2014,male,65,832142,12898,0.0155,0.9845,NA,17.6,r0110_14,0.01549976,2.4e-7
BEPS_2014,male,66,819244,14076,0.017181,0.982819,NA,16.8,r0110_14,0.01718169,-6.9e-7
BEPS_2014,male,67,805168,15307,0.019011,0.980989,NA,16.1,r0110_14,0.01901094,6e-8
BEPS_2014,male,68,789861,16589,0.021003,0.978997,NA,15.4,r0110_14,0.02100243,5.7e-7
BEPS_2014,male,69,773272,17917,0.02317,0.97683,NA,14.7,r0110_14,0.02317037,-3.7e-7
BEPS_2014,male,70,755355,19282,0.025527,0.974473,NA,14.1,r0110_14,0.02552707,-7e-8
BEPS_2014,male,71,736073,20679,0.028094,0.971906,NA,13.4,r0110_14,0.02809368,3.2e-7
BEPS_2014,male,72,715394,22094,0.030884000000000002,0.969116,NA,12.8,r0110_14,0.03088368,3.2e-7
BEPS_2014,male,73,693300,23515,0.033918,0.966082,NA,12.2,r0110_14,0.0339175,5e-7
BEPS_2014,male,74,669785,24927,0.037217,0.96278300000000006,NA,11.6,r0110_14,0.03721642,5.8e-7
BEPS_2014,male,75,644857,26312,0.040803,0.959197,NA,11,r0110_14,0.04080284,1.6e-7
BEPS_2014,male,76,618545,27648,0.044699,0.955301,NA,10.5,r0110_14,0.04469845,5.5e-7
BEPS_2014,male,77,590897,28913,0.048931,0.951069,NA,10,r0110_14,0.04893069,3.1e-7
BEPS_2014,male,78,561984,30083,0.053529,0.946471,NA,9.4,r0110_14,0.05352999,-9.9e-7
BEPS_2014,male,79,531901,31126,0.058519,0.941481,NA,9,r0110_14,0.05851841,5.9e-7
BEPS_2014,male,80,500775,32016,0.063933,0.936067,NA,8.5,r0110_14,0.0639329,1e-7
BEPS_2014,male,81,468759,32515,0.069364,0.930636,NA,8,r0110_14,0.069364,0
BEPS_2014,male,82,436244,32830,0.075255,0.924745,NA,7.6,r0110_14,0.07525605,-1.05e-6
BEPS_2014,male,83,403414,32938,0.081648,0.918352,NA,7.2,r0110_14,0.08164813,-1.3e-7
BEPS_2014,male,84,370476,32818,0.088583,0.911417,NA,6.8,r0110_14,0.08858334,-3.4e-7
BEPS_2014,male,85,337658,32451,0.096107,0.903893,NA,6.4,r0110_14,0.09610612,8.8e-7
BEPS_2014,male,86,305207,31824,0.104271,0.895729,NA,6,r0110_14,0.10427022,7.8e-7
BEPS_2014,male,87,273383,30927,0.113128,0.886872,NA,5.6,r0110_14,0.113127,1e-6
BEPS_2014,male,88,242456,29758,0.122737,0.877263,NA,5.3,r0110_14,0.12273567,1.33e-6
BEPS_2014,male,89,212697,28323,0.133163,0.866837,NA,4.9,r0110_14,0.13316126,1.74e-6
BEPS_2014,male,90,184374,26637,0.144474,0.855526,NA,4.6,r0110_14,0.14447265,1.35e-6
BEPS_2014,male,91,157737,24725,0.156745,0.843255,NA,4.3,r0110_14,0.15674826,-3.26e-6
BEPS_2014,male,92,133012,22620,0.17006,0.82994,NA,4,r0110_14,0.17005984,1.6e-7
BEPS_2014,male,93,110392,20368,0.184505,0.815495,NA,3.8,r0110_14,0.18450612,-1.12e-6
BEPS_2014,male,94,90024,18021,0.200177,0.799823,NA,3.5,r0110_14,0.20017995,-2.95e-6
BEPS_2014,male,95,72004,15638,0.21718,0.78282,NA,3.3,r0110_14,0.21718238,-2.38e-6
BEPS_2014,male,96,56366,13281,0.235628,0.764372,NA,3,r0110_14,0.23562076,7.24e-6
BEPS_2014,male,97,43084,11014,0.255642,0.744358,NA,2.8,r0110_14,0.25564014,1.86e-6
BEPS_2014,male,98,32070,8895,0.277357,0.722643,NA,2.6,r0110_14,0.27736202,-5.02e-6
BEPS_2014,male,99,23175,6974,0.300916,0.699084,NA,2.4,r0110_14,0.30092772,-1.172e-5
BEPS_2014,male,100,16202,5289,0.326476,0.673524,NA,2.2,r0110_14,0.32644118,3.482e-5
BEPS_2014,male,101,10912,3865,0.354208,0.645792,NA,2,r0110_14,0.35419721,1.079e-5
BEPS_2014,male,102,7047,2708,0.384295,0.615705,NA,1.8,r0110_14,0.384277,1.8e-5
BEPS_2014,male,103,4339,1809,0.416937,0.583063,NA,1.7,r0110_14,0.41691634,2.066e-5
BEPS_2014,male,104,2530,1144,0.452353,0.547647,NA,1.5,r0110_14,0.45217391,1.7909e-4
BEPS_2014,male,105,1385,680,0.490776,0.509224,NA,1.4,r0110_14,0.49097473,-1.9873e-4
BEPS_2014,male,106,706,376,0.532464,0.467536,NA,1.3,r0110_14,0.5325779,-1.139e-4
BEPS_2014,male,107,330,191,0.577692,0.422308,NA,1.1,r0110_14,0.57878788,-0.00109588
BEPS_2014,male,108,139,87,0.626762,0.373238,NA,1,r0110_14,0.62589928,8.6272e-4
BEPS_2014,male,109,52,35,0.68,0.32,NA,0.8,r0110_14,0.67307692,0.00692308
BEPS_2014,male,110,17,17,1,0,NA,0.5,r0110_14,1,0
Mortalidad_invalidos_1980_1989,female,0,54,4,0.07407407,0.92592593,NA,NA,r0585_94,0.07407407,0
Mortalidad_invalidos_1980_1989,female,3,41,0,0,1,NA,NA,r0585_94,0,0
Mortalidad_invalidos_1980_1989,female,6,48,0,0,1,NA,NA,r0585_94,0,0
Mortalidad_invalidos_1980_1989,female,9,303,255,0.84158416,0.15841584,NA,NA,r0585_94,0.84158416,0
Mortalidad_invalidos_1980_1989,female,30,10,0,0,1,NA,NA,r0585_94,0,0
Mortalidad_invalidos_1980_1989,female,80,70,54,0.77142857,0.22857143,NA,NA,r0585_94,0.77142857,0
Mortalidad_invalidos_1980_1989,female,81,76,57,0.75,0.25,NA,NA,r0585_94,0.75,0
Mortalidad_invalidos_1980_1989,female,83,7,2,0.28571429,0.71428571,NA,NA,r0585_94,0.28571429,0
Mortalidad_invalidos_1980_1989,female,90,95,6,0.06315789,0.93684211,NA,NA,r0585_94,0.06315789,0
Mortalidad_invalidos_1980_1989,female,91,29,14,0.48275862,0.51724138,NA,NA,r0585_94,0.48275862,0
Mortalidad_invalidos_1980_1989,female,96,899,332,0.36929922,0.63070078,NA,NA,r0585_94,0.36929922,0
Mortalidad_invalidos_1980_1989,female,98,328,86,0.26219512,0.73780488,NA,NA,r0585_94,0.26219512,0
Mortalidad_invalidos_1980_1989,male,0,1,0,0,1,NA,NA,r0585_94,0,0
Mortalidad_invalidos_1980_1989,male,107,13,7,0.53846154,0.46153846,NA,NA,r0585_94,0.53846154,0
Mortalidad_invalidos_1980_1989,male,108,5,3,0.6,0.4,NA,NA,r0585_94,0.6,0
Mortalidad_invalidos_1980_1989,male,109,2,1,0.5,0.5,NA,NA,r0585_94,0.5,0
RV08_Rentistas_2005_2008,female,15,1000000,272,2.72e-4,0.999728,NA,70,r1555_10,2.72e-4,0
RV08_Rentistas_2005_2008,female,16,999728,278,2.78e-4,0.999722,NA,69.1,r1555_10,2.7808e-4,-8e-8
RV08_Rentistas_2005_2008,female,17,999450,285,2.85e-4,0.999715,NA,68.1,r1555_10,2.8516e-4,-1.6e-7
RV08_Rentistas_2005_2008,female,18,999165,293,2.93e-4,0.999707,NA,67.1,r1555_10,2.9324e-4,-2.4e-7
RV08_Rentistas_2005_2008,female,19,998872,302,3.02e-4,0.999698,NA,66.1,r1555_10,3.0234e-4,-3.4e-7
RV08_Rentistas_2005_2008,female,20,998570,311,3.11e-4,0.999689,NA,65.1,r1555_10,3.1145e-4,-4.5e-7
RV08_Rentistas_2005_2008,female,21,998259,321,3.22e-4,0.999678,NA,64.2,r1555_10,3.2156e-4,4.4e-7
RV08_Rentistas_2005_2008,female,22,997938,332,3.33e-4,0.999667,NA,63.2,r1555_10,3.3269e-4,3.1e-7
RV08_Rentistas_2005_2008,female,23,997606,344,3.45e-4,0.999655,NA,62.2,r1555_10,3.4483e-4,1.7e-7
RV08_Rentistas_2005_2008,female,24,997262,357,3.58e-4,0.999642,NA,61.2,r1555_10,3.5798e-4,2e-8
RV08_Rentistas_2005_2008,female,25,996905,372,3.73e-4,0.999627,NA,60.2,r1555_10,3.7315e-4,-1.5e-7
RV08_Rentistas_2005_2008,female,26,996533,388,3.89e-4,0.999611,NA,59.3,r1555_10,3.8935e-4,-3.5e-7
RV08_Rentistas_2005_2008,female,27,996145,405,4.07e-4,0.999593,NA,58.3,r1555_10,4.0657e-4,4.3e-7
RV08_Rentistas_2005_2008,female,28,995740,425,4.27e-4,0.999573,NA,57.3,r1555_10,4.2682e-4,1.8e-7
RV08_Rentistas_2005_2008,female,29,995315,446,4.48e-4,0.999552,NA,56.3,r1555_10,4.481e-4,-1e-7
RV08_Rentistas_2005_2008,female,30,994869,469,4.71e-4,0.999529,NA,55.4,r1555_10,4.7142e-4,-4.2e-7
RV08_Rentistas_2005_2008,female,31,994400,494,4.97e-4,0.999503,NA,54.4,r1555_10,4.9678e-4,2.2e-7
RV08_Rentistas_2005_2008,female,32,993906,522,5.25e-4,0.999475,NA,53.4,r1555_10,5.252e-4,-2e-7
RV08_Rentistas_2005_2008,female,33,993384,552,5.56e-4,0.999444,NA,52.4,r1555_10,5.5568e-4,3.2e-7
RV08_Rentistas_2005_2008,female,34,992832,585,5.89e-4,0.999411,NA,51.5,r1555_10,5.8922e-4,-2.2e-7
RV08_Rentistas_2005_2008,female,35,992247,622,6.27e-4,0.999373,NA,50.5,r1555_10,6.2686e-4,1.4e-7
RV08_Rentistas_2005_2008,female,36,991625,662,6.68e-4,0.999332,NA,49.5,r1555_10,6.6759e-4,4.1e-7
RV08_Rentistas_2005_2008,female,37,990963,705,7.11e-4,0.999289,NA,48.6,r1555_10,7.1143e-4,-4.3e-7
RV08_Rentistas_2005_2008,female,38,990258,753,7.6e-4,0.99924,NA,47.6,r1555_10,7.6041e-4,-4.1e-7
RV08_Rentistas_2005_2008,female,39,989505,806,8.15e-4,0.999185,NA,46.6,r1555_10,8.1455e-4,4.5e-7
RV08_Rentistas_2005_2008,female,40,988699,863,8.73e-4,0.999127,NA,45.7,r1555_10,8.7286e-4,1.4e-7
RV08_Rentistas_2005_2008,female,41,987836,926,9.37e-4,0.999063,NA,44.7,r1555_10,9.374e-4,-4e-7
RV08_Rentistas_2005_2008,female,42,986910,994,0.001007,0.998993,NA,43.7,r1555_10,0.00100718,-1.8e-7
RV08_Rentistas_2005_2008,female,43,985916,1070,0.001085,0.998915,NA,42.8,r1555_10,0.00108529,-2.9e-7
RV08_Rentistas_2005_2008,female,44,984846,1152,0.00117,0.99883,NA,41.8,r1555_10,0.00116973,2.7e-7
RV08_Rentistas_2005_2008,female,45,983694,1242,0.001263,0.998737,NA,40.9,r1555_10,0.00126259,4.1e-7
RV08_Rentistas_2005_2008,female,46,982452,1341,0.001365,0.998635,NA,39.9,r1555_10,0.00136495,5e-8
RV08_Rentistas_2005_2008,female,47,981111,1448,0.001476,0.998524,NA,39,r1555_10,0.00147588,1.2e-7
RV08_Rentistas_2005_2008,female,48,979663,1566,0.001599,0.998401,NA,38,r1555_10,0.00159851,4.9e-7
RV08_Rentistas_2005_2008,female,49,978097,1695,0.001733,0.998267,NA,37.1,r1555_10,0.00173296,4e-8
RV08_Rentistas_2005_2008,female,50,976402,1836,0.00188,0.99812,NA,36.2,r1555_10,0.00188037,-3.7e-7
RV08_Rentistas_2005_2008,female,51,974566,1990,0.002042,0.997958,NA,35.2,r1555_10,0.00204193,7e-8
RV08_Rentistas_2005_2008,female,52,972576,2158,0.002219,0.997781,NA,34.3,r1555_10,0.00221885,1.5e-7
RV08_Rentistas_2005_2008,female,53,970418,2341,0.002412,0.997588,NA,33.4,r1555_10,0.00241236,-3.6e-7
RV08_Rentistas_2005_2008,female,54,968077,2541,0.002625,0.997375,NA,32.5,r1555_10,0.00262479,2.1e-7
RV08_Rentistas_2005_2008,female,55,965536,2735,0.002833,0.997167,NA,31.6,r1555_10,0.00283262,3.8e-7
RV08_Rentistas_2005_2008,female,56,962801,2950,0.003064,0.996936,NA,30.6,r1555_10,0.00306398,2e-8
RV08_Rentistas_2005_2008,female,57,959851,3189,0.003322,0.996678,NA,29.7,r1555_10,0.00332239,-3.9e-7
RV08_Rentistas_2005_2008,female,58,956662,3456,0.003613,0.996387,NA,28.8,r1555_10,0.00361256,4.4e-7
RV08_Rentistas_2005_2008,female,59,953206,3752,0.003936,0.996064,NA,27.9,r1555_10,0.00393619,-1.9e-7
RV08_Rentistas_2005_2008,female,60,949454,4082,0.004299,0.995701,NA,27,r1555_10,0.00429931,-3.1e-7
RV08_Rentistas_2005_2008,female,61,945372,4447,0.004704,0.995296,NA,26.2,r1555_10,0.00470397,3e-8
RV08_Rentistas_2005_2008,female,62,940925,4853,0.005158,0.994842,NA,25.3,r1555_10,0.00515769,3.1e-7
RV08_Rentistas_2005_2008,female,63,936072,5303,0.005665,0.994335,NA,24.4,r1555_10,0.00566516,-1.6e-7
RV08_Rentistas_2005_2008,female,64,930769,5801,0.006232,0.993768,NA,23.5,r1555_10,0.00623248,-4.8e-7
RV08_Rentistas_2005_2008,female,65,924968,6351,0.006866,0.993134,NA,22.7,r1555_10,0.00686618,-1.8e-7
RV08_Rentistas_2005_2008,female,66,918617,6959,0.007576,0.992424,NA,21.8,r1555_10,0.00757552,4.8e-7
RV08_Rentistas_2005_2008,female,67,911658,7629,0.008368,0.991632,NA,21,r1555_10,0.00836827,-2.7e-7
RV08_Rentistas_2005_2008,female,68,904029,8367,0.009255,0.990745,NA,20.2,r1555_10,0.00925523,-2.3e-7
RV08_Rentistas_2005_2008,female,69,895662,9177,0.010246,0.989754,NA,19.4,r1555_10,0.01024605,-5e-8
RV08_Rentistas_2005_2008,female,70,886485,10065,0.011354,0.988646,NA,18.6,r1555_10,0.01135383,1.7e-7
RV08_Rentistas_2005_2008,female,71,876420,11036,0.012592,0.987408,NA,17.8,r1555_10,0.01259214,-1.4e-7
RV08_Rentistas_2005_2008,female,72,865384,12095,0.013976,0.986024,NA,17,r1555_10,0.01397645,-4.5e-7
RV08_Rentistas_2005_2008,female,73,853289,13245,0.015522,0.984478,NA,16.2,r1555_10,0.01552229,-2.9e-7
RV08_Rentistas_2005_2008,female,74,840044,14490,0.017249,0.982751,NA,15.5,r1555_10,0.0172491,-1e-7
RV08_Rentistas_2005_2008,female,75,825554,15832,0.019177,0.980823,NA,14.7,r1555_10,0.01917743,-4.3e-7
RV08_Rentistas_2005_2008,female,76,809722,17272,0.021331,0.978669,NA,14,r1555_10,0.02133078,2.2e-7
RV08_Rentistas_2005_2008,female,77,792450,18809,0.023735,0.976265,NA,13.3,r1555_10,0.02373525,-2.5e-7
RV08_Rentistas_2005_2008,female,78,773641,20439,0.026419,0.973581,NA,12.6,r1555_10,0.02641923,-2.3e-7
RV08_Rentistas_2005_2008,female,79,753202,22154,0.029413,0.970587,NA,11.9,r1555_10,0.02941309,-9e-8
RV08_Rentistas_2005_2008,female,80,731048,23943,0.032752,0.967248,NA,11.3,r1555_10,0.03275161,3.9e-7
RV08_Rentistas_2005_2008,female,81,707105,25791,0.036474,0.963526,NA,10.6,r1555_10,0.03647407,-7e-8
RV08_Rentistas_2005_2008,female,82,681314,27677,0.040623,0.959377,NA,10,r1555_10,0.04062297,3e-8
RV08_Rentistas_2005_2008,female,83,653637,29572,0.045242,0.954758,NA,9.4,r1555_10,0.04524224,-2.4e-7
RV08_Rentistas_2005_2008,female,84,624065,31445,0.050387,0.949613,NA,8.9,r1555_10,0.05038738,-3.8e-7
RV08_Rentistas_2005_2008,female,85,592620,33252,0.05611,0.94389,NA,8.3,r1555_10,0.05611015,-1.5e-7
RV08_Rentistas_2005_2008,female,86,559368,34945,0.062472,0.937528,NA,7.8,r1555_10,0.06247229,-2.9e-7
RV08_Rentistas_2005_2008,female,87,524423,36469,0.069541,0.930459,NA,7.3,r1555_10,0.06954119,-1.9e-7
RV08_Rentistas_2005_2008,female,88,487954,37762,0.077388,0.922612,NA,6.8,r1555_10,0.07738844,-4.4e-7
RV08_Rentistas_2005_2008,female,89,450192,38757,0.08609,0.91391,NA,6.3,r1555_10,0.08608993,7e-8
RV08_Rentistas_2005_2008,female,90,411435,39386,0.095728,0.904272,NA,5.8,r1555_10,0.09572837,-3.7e-7
RV08_Rentistas_2005_2008,female,91,372049,39709,0.106731,0.893269,NA,5.4,r1555_10,0.10673057,4.3e-7
RV08_Rentistas_2005_2008,female,92,332340,39700,0.119456,0.880544,NA,5,r1555_10,0.11945598,2e-8
RV08_Rentistas_2005_2008,female,93,292640,39188,0.133912,0.866088,NA,4.6,r1555_10,0.13391197,3e-8
RV08_Rentistas_2005_2008,female,94,253452,38041,0.150092,0.849908,NA,4.2,r1555_10,0.15009154,4.6e-7
RV08_Rentistas_2005_2008,female,95,215411,36189,0.168,0.832,NA,3.9,r1555_10,0.16799978,2.2e-7
RV08_Rentistas_2005_2008,female,96,179222,33628,0.187633,0.812367,NA,3.5,r1555_10,0.18763321,-2.1e-7
RV08_Rentistas_2005_2008,female,97,145594,30428,0.208992,0.791008,NA,3.2,r1555_10,0.20899213,-1.3e-7
RV08_Rentistas_2005_2008,female,98,115166,26728,0.232082,0.767918,NA,3,r1555_10,0.23208239,-3.9e-7
RV08_Rentistas_2005_2008,female,99,88438,22719,0.256892,0.743108,NA,2.7,r1555_10,0.25689183,1.7e-7
